code,uri,label,definition,name_en,name_fr,name_es,name_ar,name_cn,name_ru,isscaap_group_code,taxon_scientific_name,taxon_code,taxon_author,taxon_family,taxon_order
PCU,,Pygmy whitefish,Prosopium coulterii,Pygmy whitefish,,,,,,23,Prosopium coulterii,123012002101,(Eigenmann & Eigenmann 1892),COREGONIDAE,SALMONIFORMES
PCY,,Round whitefish,Prosopium cylindraceum,Round whitefish,,,,,,23,Prosopium cylindraceum,123012002102,(Pennant 1784),COREGONIDAE,SALMONIFORMES
PWI,,Mountain whitefish,Prosopium williamsoni,Mountain whitefish,,,,,,23,Prosopium williamsoni,123012002103,(Girard 1856),COREGONIDAE,SALMONIFORMES
LLA,,Dwarf pencilfish,Lepidogalaxias salamandroides,Dwarf pencilfish,,,,,,23,Lepidogalaxias salamandroides,123016000101,Mees 1961,LEPIDOGALAXIIDAE,SALMONIFORMES
GAV,,,Aplochiton zebra,,,Farionela listada,,条纹单甲南乳鱼,,23,Aplochiton zebra,123018000101,Jenyns 1842,GALAXIIDAE,SALMONIFORMES
GBB,,,Brachygalaxias bullocki,,,,,布氏短南乳鱼,,23,Brachygalaxias bullocki,123018000201,(Regan 1908),GALAXIIDAE,SALMONIFORMES
GGB,,Koaro,Galaxias brevipinnis,Koaro,,,,短鳍南乳鱼,,23,Galaxias brevipinnis,123018000301,Günther 1866,GALAXIIDAE,SALMONIFORMES
GGC,,Tasmanian mudfish,Galaxias cleaveri,Tasmanian mudfish,,,,克氏南乳鱼,,23,Galaxias cleaveri,123018000302,Scott 1934,GALAXIIDAE,SALMONIFORMES
GGF,,Banded kokopu,Galaxias fasciatus,Banded kokopu,,,,带纹南乳鱼,,23,Galaxias fasciatus,123018000303,Gray 1842,GALAXIIDAE,SALMONIFORMES
GGM,,Inanga,Galaxias maculatus,Inanga,,,,大斑南乳鱼,,23,Galaxias maculatus,123018000304,(Jenyns 1842),GALAXIIDAE,SALMONIFORMES
GGP,,Shortjaw kokopu,Galaxias postvectis,Shortjaw kokopu,,,,短颌南乳鱼,,23,Galaxias postvectis,123018000305,Clarke 1899,GALAXIIDAE,SALMONIFORMES
GGV,,Common river galaxias,Galaxias vulgaris,Common river galaxias,,,,江南乳鱼,,23,Galaxias vulgaris,123018000306,Stokell 1949,GALAXIIDAE,SALMONIFORMES
GGZ,,Cape galaxias,Galaxias zebratus,Cape galaxias,,,,非洲南乳鱼,,23,Galaxias zebratus,123018000307,(Castelnau 1861),GALAXIIDAE,SALMONIFORMES
GLL,,Tasmanian whitebait,Lovettia sealii,Tasmanian whitebait,,,,塔岛南乳鱼,,23,Lovettia sealii,123018000401,(Johnston 1883),GALAXIIDAE,SALMONIFORMES
GNB,,Canterbury mudfish,Neochanna burrowsius,Canterbury mudfish,,,,红新南乳鱼,,23,Neochanna burrowsius,123018000501,(Phillipps 1926),GALAXIIDAE,SALMONIFORMES
GND,,Black mudfish,Neochanna diversus,Black mudfish,,,,黑新南乳鱼,,23,Neochanna diversus,123018000502,Stokell 1949,GALAXIIDAE,SALMONIFORMES
GPU,,Shannon galaxias,Paragalaxias dissimilis,Shannon galaxias,,,,副南乳鱼,,23,Paragalaxias dissimilis,123018000601,(Regan 1906),GALAXIIDAE,SALMONIFORMES
SLX,,Salmonoids nei,Salmonoidei,Salmonoids nei,Salmonoidés nca,Salmonoideos nep,,,Лососевые,23,Salmonoidei,1230XXXXXXXX,,,SALMONIFORMES
CUI,,Caspian shad,Alosa caspia,Caspian shad,Alose de la mer Caspienne,Sábalo del Mar Caspio,صابوغة بحر قَزْوين,里海西鲱,,24,Alosa caspia,121005001101,(Eichwald 1838),CLUPEIDAE,CLUPEIFORMES
SHC,,Pontic shad,Alosa immaculata,Pontic shad,Alose de la mer Noire,Sábalo del Mar Negro,,,Сельдь черноморско-азовская,24,Alosa immaculata,121005001102,(Eichwald 1838),CLUPEIDAE,CLUPEIFORMES
SHA,,American shad,Alosa sapidissima,American shad,Alose savoureuse,Sábalo americano,,美洲鲥,,24,Alosa sapidissima,121005001103,(Wilson 1811),CLUPEIDAE,CLUPEIFORMES
ASD,,Allis shad,Alosa alosa,Allis shad,Alose vraie(=Grande alose),Sábalo común,,,,24,Alosa alosa,121005001104,(Linnaeus 1758),CLUPEIDAE,CLUPEIFORMES
TSD,,Twaite shad,Alosa fallax,Twaite shad,Alose feinte,Saboga(=Alosa),,,Сельдь-финта,24,Alosa fallax,121005001105,(Lacépède 1803),CLUPEIDAE,CLUPEIFORMES
ALE,,Alewife,Alosa pseudoharengus,Alewife,Gaspareau,Pinchagua,,,Сероспинка (=элевайф),24,Alosa pseudoharengus,121005001106,(Wilson 1811),CLUPEIDAE,CLUPEIFORMES
BBH,,Blueback shad,Alosa aestivalis,Blueback shad,Alose d'été du Canada,Sábalo del Canadá,,,,24,Alosa aestivalis,121005001107,(Mitchill 1814),CLUPEIDAE,CLUPEIFORMES
SHH,,Hickory shad,Alosa mediocris,Hickory shad,Alose américaine,,,,,24,Alosa mediocris,121005001108,(Mitchill 1814),CLUPEIDAE,CLUPEIFORMES
CUK,,Caspian marine shad,Alosa brashnikovi,Caspian marine shad,,,,,,24,Alosa brashnikovi,121005001109,(Borodin 1904),CLUPEIDAE,CLUPEIFORMES
CUA,,Alabama shad,Alosa alabamae,Alabama shad,Alose de l'Alabama,Sábalo de Alabama,صابوغة الألباما,阿拉巴马西鲱,,24,Alosa alabamae,121005001110,Jordan & Evermann 1896,CLUPEIDAE,CLUPEIFORMES
CUE,,Caspian anadromous shad,Alosa kessleri,Caspian anadromous shad,,,,,,24,Alosa kessleri,121005001111,(Grimm 1887),CLUPEIDAE,CLUPEIFORMES
SHE,,Black Sea shad,Alosa maeotica,Black Sea shad,,,,,,24,Alosa maeotica,121005001112,(Grimm 1901),CLUPEIDAE,CLUPEIFORMES
CUV,,Saposhnikovi shad,Alosa saposhnikovi,Saposhnikovi shad,,,,,,24,Alosa saposhnikovi,121005001113,(Grimm 1887),CLUPEIDAE,CLUPEIFORMES
CUH,,Agrakhan shad,Alosa sphaerocephala,Agrakhan shad,,,,,,24,Alosa sphaerocephala,121005001114,(Berg 1913),CLUPEIDAE,CLUPEIFORMES
SHZ,,Shads nei,Alosa spp,Shads nei,Aloses nca,Sábalos nep,,,Алозы (=сельди пузанковые),24,Alosa spp,1210050011XX,,CLUPEIDAE,CLUPEIFORMES
SHD,,Allis and twaite shads,"Alosa alosa, A. fallax",Allis and twaite shads,Aloses vraie et feinte,Sábalo común y saboga,صابوغة حقيقية و مُصنَّعة,西鲱,,24,"Alosa alosa, A. fallax",1210050011XX059,,CLUPEIDAE,CLUPEIFORMES
CKT,,Kura shad,Caspialosa curensis,Kura shad,,,,,,24,Caspialosa curensis,121005001401,(Suvorov 1907),CLUPEIDAE,CLUPEIFORMES
ASP,,Caspian shads,Caspialosa spp,Caspian shads,Aloses de la mer Caspienne,Sábalos del Mar Caspio,,,Пузанки,24,Caspialosa spp,1210050014XX,,CLUPEIDAE,CLUPEIFORMES
SHG,,American gizzard shad,Dorosoma cepedianum,American gizzard shad,Alose noyer,Sábalo molleja,,,,24,Dorosoma cepedianum,121005001801,(Lesueur 1818),CLUPEIDAE,CLUPEIFORMES
CDA,,Threadfin shad,Dorosoma petenense,Threadfin shad,,,,,,24,Dorosoma petenense,121005001802,(Günther 1867),CLUPEIDAE,CLUPEIFORMES
DSY,,Pacific gizzard shad,Dorosoma smithi,Pacific gizzard shad,Alose du Pacifique,Sábalo del Pacífico,,,,24,Dorosoma smithi,121005001803,Hubbs & Miller 1941,CLUPEIDAE,CLUPEIFORMES
DQX,,Gizzard shad nei,Dorosoma spp,Gizzard shad nei,,Topotes nep,,,,24,Dorosoma spp,1210050018XX,,CLUPEIDAE,CLUPEIFORMES
CHG,,Chacunda gizzard shad,Anodontostoma chacunda,Chacunda gizzard shad,Alose chaconde,Sábalo chacunda,,,Чакунда,24,Anodontostoma chacunda,121005002301,(Hamilton 1822),CLUPEIDAE,CLUPEIFORMES
CGI,,Ganges River gizzard shad,Gonialosa manmina,Ganges River gizzard shad,,,,,,24,Gonialosa manmina,121005003202,(Hamilton 1822),CLUPEIDAE,CLUPEIFORMES
CGD,,Burmese river gizzard shad,Gonialosa modesta,Burmese river gizzard shad,,,,,,24,Gonialosa modesta,121005003203,(Day 1870),CLUPEIDAE,CLUPEIFORMES
HIX,,Kelee shad,Hilsa kelee,Kelee shad,Alose palli,Sábalo chandano,,,Гильза индоокеанская (=гильза-кели),24,Hilsa kelee,121005003405,(Cuvier 1829),CLUPEIDAE,CLUPEIFORMES
HIL,,Hilsa shad,Tenualosa ilisha,Hilsa shad,Alose hilsa,Sábalo hilsa,,,Гильза индийская (=тенуалоза индийская),24,Tenualosa ilisha,121005003801,(Hamilton 1822),CLUPEIDAE,CLUPEIFORMES
THT,,Laotian shad,Tenualosa thibaudeaui,Laotian shad,,,,,,24,Tenualosa thibaudeaui,121005003802,(Durand 1940),CLUPEIDAE,CLUPEIFORMES
REE,,Reeves shad,Tenualosa reevesii,Reeves shad,,,,,,24,Tenualosa reevesii,121005003803,(Richardson 1846),CLUPEIDAE,CLUPEIFORMES
TOL,,Toli shad,Tenualosa toli,Toli shad,Alose toli,Sábalo toli,,,,24,Tenualosa toli,121005003804,(Valenciennes 1847),CLUPEIDAE,CLUPEIFORMES
TWN,,Longtail shad,Tenualosa macrura,Longtail shad,,,,,,24,Tenualosa macrura,121005003805,(Bleeker 1852),CLUPEIDAE,CLUPEIFORMES
CNS,,Bloch's gizzard shad,Nematalosa nasus,Bloch's gizzard shad,Chardin gros nez,Machuelo narigón,صابوغة كبيرة الأنف,圆吻海鰶,,24,Nematalosa nasus,121005004001,(Bloch 1795),CLUPEIDAE,CLUPEIFORMES
NCO,,Western Pacific gizzard shad,Nematalosa come,Western Pacific gizzard shad,,,,,,24,Nematalosa come,121005004002,(Richardson 1846),CLUPEIDAE,CLUPEIFORMES
CNE,,Australian river gizzard shad,Nematalosa erebi,Australian river gizzard shad,,,,,,24,Nematalosa erebi,121005004003,(Günther 1868),CLUPEIDAE,CLUPEIFORMES
CNJ,,Japanese gizzard shad,Nematalosa japonica,Japanese gizzard shad,,,,,,24,Nematalosa japonica,121005004004,Regan 1917,CLUPEIDAE,CLUPEIFORMES
DNB,,Arabian gizzard shad,Nematalosa arabica,Arabian gizzard shad,,,,,,24,Nematalosa arabica,121005004005,Regan 1917,CLUPEIDAE,CLUPEIFORMES
DNH,,,Nematalosa persara,,,,,,,24,Nematalosa persara,121005004006,Nelson & McCarthy 1995,CLUPEIDAE,CLUPEIFORMES
DNN,,,Nematalosa resticularia,,,,,,,24,Nematalosa resticularia,121005004007,Nelson & McCarthy 1995,CLUPEIDAE,CLUPEIFORMES
CGH,,Indian river shad,Gudusia chapra,Indian river shad,,,,,,24,Gudusia chapra,121005005601,(Hamilton 1822),CLUPEIDAE,CLUPEIFORMES
DAS,,Chinese gizzard shad,Clupanodon thrissa,Chinese gizzard shad,Alose à museau court,Alosa chata,,,Клупанодон,24,Clupanodon thrissa,121005005803,(Linnaeus 1758),CLUPEIDAE,CLUPEIFORMES
CLA,,Black and Caspian Sea sprat,Clupeonella cultriventris,Black and Caspian Sea sprat,Clupeonelle,Espadín del Mar Negro y Caspio,,,Тюлька черноморско-каспийская (=килька),24,Clupeonella cultriventris,121005005901,(Nordmann 1840),CLUPEIDAE,CLUPEIFORMES
CLE,,Anchovy sprat,Clupeonella engrauliformis,Anchovy sprat,,,,,,24,Clupeonella engrauliformis,121005005902,(Borodin 1904),CLUPEIDAE,CLUPEIFORMES
CLG,,Southern Caspian sprat,Clupeonella grimmi,Southern Caspian sprat,,,,,,24,Clupeonella grimmi,121005005903,Kessler 1877,CLUPEIDAE,CLUPEIFORMES
CWA,,Black-Caspian Sea sprats nei,Clupeonella spp,Black-Caspian Sea sprats nei,Clupeonelle nca,Espadínos Mar Negro-Caspio nep,,,Тюльки (=каспийские кильки),24,Clupeonella spp,1210050059XX,,CLUPEIDAE,CLUPEIFORMES
DOD,,Dotted gizzard shad,Konosirus punctatus,Dotted gizzard shad,Alose tachetée,Alosa manchada,شابل مرقّط,斑鰶,Коносир,24,Konosirus punctatus,121005006001,(Temminck & Schlegel 1846),CLUPEIDAE,CLUPEIFORMES
CGR,,Gilchrist's round herring,Gilchristella aestuarius,Gilchrist's round herring,,,,,,24,Gilchristella aestuarius,121005006501,(Gilchrist 1913),CLUPEIDAE,CLUPEIFORMES
PLP,,River Plate sprat,Platanichthys platana,River Plate sprat,,,,,,24,Platanichthys platana,121005007901,(Regan 1917),CLUPEIDAE,CLUPEIFORMES
CDK,,Roundbelly pellonuline,Laeviscutella dekimpei,Roundbelly pellonuline,,,,,,24,Laeviscutella dekimpei,121005008701,"Poll, Whitehead & Hopson 1965",CLUPEIDAE,CLUPEIFORMES
EPM,,Littlefin anchovy,Papuengraulis micropinna,Littlefin anchovy,,,,,,24,Papuengraulis micropinna,121006001301,Munro 1964,ENGRAULIDAE,CLUPEIFORMES
EVL,,Broadband anchovy,Anchoviella lepidentostole,Broadband anchovy,Anchois gras,Anchoa ñata,أنشوفة دَسِيمة,宽带小公鱼,,24,Anchoviella lepidentostole,121006002205,(Fowler 1911),ENGRAULIDAE,CLUPEIFORMES
ECA,,Japanese grenadier anchovy,Coilia nasus,Japanese grenadier anchovy,,,,刀鲚(刀鱼),,24,Coilia nasus,121006002605,Schlegel 1846,ENGRAULIDAE,CLUPEIFORMES
ELB,,Bates' sabretooth anchovy,Lycengraulis batesii,Bates' sabretooth anchovy,Anchois-tigre,,,,,24,Lycengraulis batesii,121006003802,(Günther 1868),ENGRAULIDAE,CLUPEIFORMES
ANR,,Atlantic sabretooth anchovy,Lycengraulis grossidens,Atlantic sabretooth anchovy,Anchois goulard,Anchoa dentona,,,,24,Lycengraulis grossidens,121006003804,(Agassiz 1829),ENGRAULIDAE,CLUPEIFORMES
EZW,,Sabretooth anchovys nei,Lycengraulis spp,Sabretooth anchovys nei,,,,,,24,Lycengraulis spp,1210060038XX,,ENGRAULIDAE,CLUPEIFORMES
ELO,,Sabretoothed thryssa,Lycothrissa crocodilus,Sabretoothed thryssa,,,,,,24,Lycothrissa crocodilus,121006003902,(Bleeker 1851),ENGRAULIDAE,CLUPEIFORMES
ESM,,Dusky-hairfin anchovy,Setipinna melanochir,Dusky-hairfin anchovy,,,,,,24,Setipinna melanochir,121006004601,(Bleeker 1849),ENGRAULIDAE,CLUPEIFORMES
ESU,,Common hairfin anchovy,Setipinna tenuifilis,Common hairfin anchovy,,,,,,24,Setipinna tenuifilis,121006004605,(Valenciennes 1848),ENGRAULIDAE,CLUPEIFORMES
EYS,,New Guinea thryssa,Thryssa scratchleyi,New Guinea thryssa,,,,,,24,Thryssa scratchleyi,121006005212,(Ramsay & Ogilby 1886),ENGRAULIDAE,CLUPEIFORMES
EPH,,Wingfin anchovy,Pterengraulis atherinoides,Wingfin anchovy,Anchois grande aile,,,,,24,Pterengraulis atherinoides,121006006801,(Linnaeus 1766),ENGRAULIDAE,CLUPEIFORMES
PIM,,Bigeye ilisha,Ilisha megaloptera,Bigeye ilisha,Alose à gros yeux,Sardineta ojigrande,شابل كبير العينين,大眼鳓,,24,Ilisha megaloptera,121012000101,(Swainson 1839),PRISTIGASTERIDAE,CLUPEIFORMES
PIE,,Indian ilisha,Ilisha melastoma,Indian ilisha,Alose indienne,Sardineta índica escamuda,شابل هندي,印度鳓,,24,Ilisha melastoma,121012000102,(Schneider 1801),PRISTIGASTERIDAE,CLUPEIFORMES
EIL,,Elongate ilisha,Ilisha elongata,Elongate ilisha,Alose gracile,Sardineta grácil,,,Илиша восточная,24,Ilisha elongata,121012000103,(Bennett 1830),PRISTIGASTERIDAE,CLUPEIFORMES
PIF,,Coromandel ilisha,Ilisha filigera,Coromandel ilisha,,,,,,24,Ilisha filigera,121012000104,(Valenciennes 1847),PRISTIGASTERIDAE,CLUPEIFORMES
PIP,,Javan ilisha,Ilisha pristigastroides,Javan ilisha,,,,,,24,Ilisha pristigastroides,121012000107,(Bleeker 1852),PRISTIGASTERIDAE,CLUPEIFORMES
PIU,,Pacific ilisha,Ilisha furthii,Pacific ilisha,Alose lame,Sardineta chata,شابل المحيط الهادئ,太平洋鳓,,24,Ilisha furthii,121012000110,(Steindachner 1875),PRISTIGASTERIDAE,CLUPEIFORMES
ILI,,West African ilisha,Ilisha africana,West African ilisha,Alose rasoir,Sardineta africana,,,Илиша западно-африканская,24,Ilisha africana,121012000112,(Bloch 1795),PRISTIGASTERIDAE,CLUPEIFORMES
ILK,,Lobejaw ilisha,Ilisha sirishai,Lobejaw ilisha,,,,,,24,Ilisha sirishai,121012000113,Seshagiri Rao 1975,PRISTIGASTERIDAE,CLUPEIFORMES
ILO,,,Ilisha compressa,,,,,,,24,Ilisha compressa,121012000114,Randall 1994,PRISTIGASTERIDAE,CLUPEIFORMES
PEQ,,Yellowfin river pellona,Pellona flavipinnis,Yellowfin river pellona,Alose-écaille fluviale,Sardinata de río,,,,24,Pellona flavipinnis,121012000302,(Valenciennes 1836),PRISTIGASTERIDAE,CLUPEIFORMES
PEO,,Indian pellona,Pellona ditchela,Indian pellona,Alose-écaille indienne,Sardineta índica,,,,24,Pellona ditchela,121012000303,Valenciennes 1847,PRISTIGASTERIDAE,CLUPEIFORMES
QEP,,American coastal pellona,Pellona harroweri,American coastal pellona,,,,,,24,Pellona harroweri,121012000304,(Fowler 1917),PRISTIGASTERIDAE,CLUPEIFORMES
QPA,,Amazon pellona,Pellona castelnaeana,Amazon pellona,,Sardinata,,,,24,Pellona castelnaeana,121012000305,Valenciennes 1847,PRISTIGASTERIDAE,CLUPEIFORMES
PEM,,Yellowfin herring,Pliosteostoma lutipinnis,Yellowfin herring,Poisson-papier jaune,Arenquillo aleta amarilla,رنكة صفراء الأجنحة,黄鳍光腹多齿鳓,,24,Pliosteostoma lutipinnis,121012000501,(Jordan & Gilbert 1882),PRISTIGASTERIDAE,CLUPEIFORMES
PNR,,Tropical longfin herring,Neoopisthopterus tropicus,Tropical longfin herring,Menhaden plat,Sardinela pelada,رنكة طويلة الأجنحة استوائية,东太平洋新后鳍鱼,,24,Neoopisthopterus tropicus,121012000901,(Hildebrand 1946),PRISTIGASTERIDAE,CLUPEIFORMES
PHT,,Tardoore,Opisthopterus tardoore,Tardoore,Poisson-papier tarture,Arenquillo tardore,سمك-ورق طارْدُور,后鳍鱼,,24,Opisthopterus tardoore,121012001001,(Cuvier 1829),PRISTIGASTERIDAE,CLUPEIFORMES
FKC,,Dove's longfin herring,Opisthopterus dovii,Dove's longfin herring,Poisson-papier de Dove,Arenquilla de Dove,,,,24,Opisthopterus dovii,121012001002,(Günther 1868),PRISTIGASTERIDAE,CLUPEIFORMES
PNA,,Guiana longfin herring,Odontognathus mucronatus,Guiana longfin herring,Poisson-papier guyanais,Arenquillo cuchilla,,,,24,Odontognathus mucronatus,121012001201,Lacépède 1800,PRISTIGASTERIDAE,CLUPEIFORMES
PRN,,Amazon hatchet herring,Pristigaster cayana,Amazon hatchet herring,,,,,,24,Pristigaster cayana,121012001401,Cuvier 1830,PRISTIGASTERIDAE,CLUPEIFORMES
PRU,,Raconda,Raconda russeliana,Raconda,,,,,,24,Raconda russeliana,121012001601,Gray 1831,PRISTIGASTERIDAE,CLUPEIFORMES
DCX,,Diadromous clupeoids nei,Clupeoidei,Diadromous clupeoids nei,Clupéoidés diadromes nca,Clupeoideos diádromos nep,,,Проходные сельдевые,24,Clupeoidei,1210XXXXXXXX019,,,CLUPEIFORMES
LAU,,Sea lamprey,Petromyzon marinus,Sea lamprey,Lamproie marine,Lamprea marina,,,Минога морская,25,Petromyzon marinus,102001000101,Linnaeus 1758,PETROMYZONTIDAE,PETROMYZONTIFORMES
LAR,,River lamprey,Lampetra fluviatilis,River lamprey,Lamproie de rivière,Lamprea de río,,,Минога речная,25,Lampetra fluviatilis,102001000201,(Linnaeus 1758),PETROMYZONTIDAE,PETROMYZONTIFORMES
IDK,,Least brook lamprey,Lampetra aepyptera,Least brook lamprey,Petite lamproie de ruisseau,,,,,25,Lampetra aepyptera,102001000203,(Abbott 1860),PETROMYZONTIDAE,PETROMYZONTIFORMES
IDL,,Western American river lamprey,Lampetra ayresii,Western American river lamprey,Lamproie de rivière de l’Ouest,,,,,25,Lampetra ayresii,102001000204,(Günther 1870),PETROMYZONTIDAE,PETROMYZONTIFORMES
IDN,,European brook lamprey,Lampetra planeri,European brook lamprey,Lamproie de ruisseau d'Europe,,,,,25,Lampetra planeri,102001000205,(Bloch 1784),PETROMYZONTIDAE,PETROMYZONTIFORMES
IDO,,Western brook lamprey,Lampetra richardsoni,Western brook lamprey,Lamproie occidentale,,,,,25,Lampetra richardsoni,102001000206,Vladykov & Follett 1965,PETROMYZONTIDAE,PETROMYZONTIFORMES
IKQ,,Turkish brook lamprey,Lampetra lanceolata,Turkish brook lamprey,Lamproie de ruisseau turque,,,,,25,Lampetra lanceolata,102001000207,Kux & Steiner 1972,PETROMYZONTIDAE,PETROMYZONTIFORMES
IKR,,Pacific brook lamprey,Lampetra pacifica,Pacific brook lamprey,Lamproie de ruisseau du Pacif.,,,,,25,Lampetra pacifica,102001000208,Vladykov 1973,PETROMYZONTIDAE,PETROMYZONTIFORMES
LAY,,Silver lamprey,Ichthyomyzon unicuspis,Silver lamprey,Lamproie argentée,,,,,25,Ichthyomyzon unicuspis,102001000401,Hubbs & Trautman 1937,PETROMYZONTIDAE,PETROMYZONTIFORMES
IDE,,Ohio lamprey,Ichthyomyzon bdellium,Ohio lamprey,Lamproie de l’Ohio,,,,,25,Ichthyomyzon bdellium,102001000402,(Jordan 1885),PETROMYZONTIDAE,PETROMYZONTIFORMES
IDG,,Chestnut lamprey,Ichthyomyzon castaneus,Chestnut lamprey,Lamproie brune,,,,,25,Ichthyomyzon castaneus,102001000403,Girard 1858,PETROMYZONTIDAE,PETROMYZONTIFORMES
IDH,,Northern brook lamprey,Ichthyomyzon fossor,Northern brook lamprey,Lamproie du Nord,,,,,25,Ichthyomyzon fossor,102001000404,Reighard & Cummins 1916,PETROMYZONTIDAE,PETROMYZONTIFORMES
IDI,,Southern brook lamprey,Ichthyomyzon gagei,Southern brook lamprey,Lamproie méridionale,,,,,25,Ichthyomyzon gagei,102001000405,Hubbs & Trautman 1937,PETROMYZONTIDAE,PETROMYZONTIFORMES
IDJ,,Mountain brook lamprey,Ichthyomyzon greeleyi,Mountain brook lamprey,Lamproie d’Allegheny,,,,,25,Ichthyomyzon greeleyi,102001000406,Hubbs & Trautman 1937,PETROMYZONTIDAE,PETROMYZONTIFORMES
LAF,,Ukrainian brook lamprey,Eudontomyzon mariae,Ukrainian brook lamprey,Lamproie ukrainienne,,,,,25,Eudontomyzon mariae,102001000501,(Berg 1931),PETROMYZONTIDAE,PETROMYZONTIFORMES
ICJ,,Carpathian lamprey,Eudontomyzon danfordi,Carpathian lamprey,Lamproie carpathique,,,,,25,Eudontomyzon danfordi,102001000502,Regan 1911,PETROMYZONTIDAE,PETROMYZONTIFORMES
IKG,,,Eudontomyzon graecus,,,,,,,25,Eudontomyzon graecus,102001000503,Renaud & Economidis 2010,PETROMYZONTIDAE,PETROMYZONTIFORMES
IKJ,,Greek brook lamprey,Eudontomyzon hellenicus,Greek brook lamprey,Lamproie de ruisseau grecque,,,,,25,Eudontomyzon hellenicus,102001000504,"Vladykov, Renaud, Kott & Economidis 1982",PETROMYZONTIDAE,PETROMYZONTIFORMES
IKL,,Korean lamprey,Eudontomyzon morii,Korean lamprey,Lamproie coréenne,,,,,25,Eudontomyzon morii,102001000505,(Berg 1931),PETROMYZONTIDAE,PETROMYZONTIFORMES
LAW,,Caspian lamprey,Caspiomyzon wagneri,Caspian lamprey,Lamproie caspienne,,,,,25,Caspiomyzon wagneri,102001000901,(Kessler 1870),PETROMYZONTIDAE,PETROMYZONTIFORMES
LSZ,,Arctic lamprey,Lethenteron camtschaticum,Arctic lamprey,Lamproie arctique,,,,,25,Lethenteron camtschaticum,102001001101,(Tilesius 1811),PETROMYZONTIDAE,PETROMYZONTIFORMES
IDQ,,Siberian lamprey,Lethenteron kessleri,Siberian lamprey,Lamproie de Sibérie,,,,,25,Lethenteron kessleri,102001001102,(Anikin 1905),PETROMYZONTIDAE,PETROMYZONTIFORMES
IDT,,Western Transcaucasian lamprey,Lethenteron ninae,Western Transcaucasian lamprey,Lamproie de la Transcaucasie,,,,,25,Lethenteron ninae,102001001103,"Naseka, Tuniyev & Renaud 2009",PETROMYZONTIDAE,PETROMYZONTIFORMES
IDU,,Far Eastern brook lamprey,Lethenteron reissneri,Far Eastern brook lamprey,Lamproie de l’Extrême–Orient,,,,,25,Lethenteron reissneri,102001001104,(Dybowski 1869),PETROMYZONTIDAE,PETROMYZONTIFORMES
IDV,,Lombardy brook lamprey,Lethenteron zanandreai,Lombardy brook lamprey,Lamproie de Lombardie,,,,,25,Lethenteron zanandreai,102001001105,Vladykov 1955,PETROMYZONTIDAE,PETROMYZONTIFORMES
IKT,,Alaskan brook lamprey,Lethenteron alaskense,Alaskan brook lamprey,Lamproie de ruisseau d’Alaska,,,,,25,Lethenteron alaskense,102001001106,Vladykov & Kott 1978,PETROMYZONTIDAE,PETROMYZONTIFORMES
IKU,,American brook lamprey,Lethenteron appendix,American brook lamprey,Lamproie de l'Est,,,,,25,Lethenteron appendix,102001001107,(DeKay 1842),PETROMYZONTIDAE,PETROMYZONTIFORMES
LAO,,Pacific lamprey,Entosphenus tridentatus,Pacific lamprey,Lamproie du Pacifique,Lamprea del Pacífico,,,,25,Entosphenus tridentatus,102001001202,(Richardson 1836),PETROMYZONTIDAE,PETROMYZONTIFORMES
IJX,,Northern California lamprey,Entosphenus folletti,Northern California lamprey,Lamproie de Californie septen.,,,,,25,Entosphenus folletti,102001001203,Vladykov & Kott 1976,PETROMYZONTIDAE,PETROMYZONTIFORMES
IJY,,Kern brook lamprey,Entosphenus hubbsi,Kern brook lamprey,Lamproie de Californie centr.,,,,,25,Entosphenus hubbsi,102001001204,Vladykov & Kott 1976,PETROMYZONTIDAE,PETROMYZONTIFORMES
